	arquivo	nome	ano	km	cor	cambio	portas	preco
517	./dados/dados_carro\Carro-1607.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	300 	Cinza	manual	5.0	46.900,00
518	./dados/dados_carro\Carro-1608.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	0	Preto	manual	4.0	31.100,22
519	./dados/dados_carro\Carro-161.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	71.960,00
520	./dados/dados_carro\Carro-1611.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	28.000 	Dourado	manual	4.0	38.900,00
521	./dados/dados_carro\Carro-1612.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	35.000 	Branco	manual	3.0	39.800,00
522	./dados/dados_carro\Carro-1613.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	28.900 	Branco	manual	4.0	39.899,00
523	./dados/dados_carro\Carro-1614.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	27.721 	Branco	manual	4.0	39.900,00
524	./dados/dados_carro\Carro-1615.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	44.025 	Branco	manual	5.0	39.900,00
525	./dados/dados_carro\Carro-1616.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	40.810 	Preto	manual	4.0	39.990,00
526	./dados/dados_carro\Carro-1619.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	20.000 	Prata	manual	3.0	40.500,00
527	./dados/dados_carro\Carro-162.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	71.970,00
528	./dados/dados_carro\Carro-1620.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual		48.590,00
529	./dados/dados_carro\Carro-1621.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	1.000 	Branco	manual	5.0	46.990,00
530	./dados/dados_carro\Carro-1622.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	4.0	47.490,00
531	./dados/dados_carro\Carro-1623.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual		45.900,00
532	./dados/dados_carro\Carro-1625.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Cinza	manual	4.0	47.990,00
533	./dados/dados_carro\Carro-1626.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Cinza	manual		47.500,00
534	./dados/dados_carro\Carro-1627.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Cinza	manual	4.0	47.990,00
535	./dados/dados_carro\Carro-1628.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual	4.0	48.940,00
536	./dados/dados_carro\Carro-1629.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Preto	manual		48.990,00
537	./dados/dados_carro\Carro-163.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	71.980,00
538	./dados/dados_carro\Carro-1630.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Branco	manual	5.0	48.990,00
539	./dados/dados_carro\Carro-1631.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual	4.0	49.940,00
540	./dados/dados_carro\Carro-1632.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Cinza	manual	4.0	49.940,00
541	./dados/dados_carro\Carro-1633.html	Hyundai HB20 1.0 Sense 2021	2020 / 2021	0	Prata	manual	4.0	49.940,00
542	./dados/dados_carro\Carro-1634.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Vermelho	manual	5.0	50.990,00
543	./dados/dados_carro\Carro-1635.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Prata	manual	5.0	51.290,00
544	./dados/dados_carro\Carro-1636.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Cinza	manual	5.0	51.490,00
545	./dados/dados_carro\Carro-1637.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Várias cores	manual	4.0	51.990,00
546	./dados/dados_carro\Carro-1638.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Cinza	manual	5.0	52.640,00
547	./dados/dados_carro\Carro-164.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0	Preto	automático	4.0	71.990,00
548	./dados/dados_carro\Carro-1640.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	4.0	52.990,00
549	./dados/dados_carro\Carro-1641.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	4.0	52.990,00
550	./dados/dados_carro\Carro-1642.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	4.0	52.990,00
551	./dados/dados_carro\Carro-1643.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
552	./dados/dados_carro\Carro-1644.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
553	./dados/dados_carro\Carro-1645.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	4.0	53.890,00
554	./dados/dados_carro\Carro-1646.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
555	./dados/dados_carro\Carro-1647.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
556	./dados/dados_carro\Carro-1648.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
557	./dados/dados_carro\Carro-1649.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	4.0	53.890,00
558	./dados/dados_carro\Carro-165.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0	Preto	automático	4.0	71.990,00
559	./dados/dados_carro\Carro-1650.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
560	./dados/dados_carro\Carro-1651.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
561	./dados/dados_carro\Carro-1652.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
562	./dados/dados_carro\Carro-1653.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	4.0	53.890,00
563	./dados/dados_carro\Carro-1654.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
564	./dados/dados_carro\Carro-1655.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
565	./dados/dados_carro\Carro-1656.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
566	./dados/dados_carro\Carro-1657.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Branco	manual	4.0	53.890,00
567	./dados/dados_carro\Carro-1658.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Preto	manual	4.0	53.890,00
568	./dados/dados_carro\Carro-1659.html	Hyundai HB20 1.0 Vision 2021	2020 / 2021	0	Vermelho	manual		53.940,00
569	./dados/dados_carro\Carro-166.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	71.990,00
570	./dados/dados_carro\Carro-1660.html	Hyundai HB20 1.0 Evolution 2021	2020 / 2021	0	Branco	manual	4.0	53.990,00
571	./dados/dados_carro\Carro-1662.html	Hyundai HB20 1.0 Evolution 2021	2020 / 2021	0	Preto	manual	4.0	55.990,00
572	./dados/dados_carro\Carro-1663.html	Hyundai HB20 1.0 Evolution 2021	2020 / 2021	0	Preto	manual	4.0	55.990,00
573	./dados/dados_carro\Carro-1664.html	Hyundai HB20 1.0 Evolution 2021	2020 / 2021	0	Preto	manual	4.0	55.990,00
574	./dados/dados_carro\Carro-1665.html	Hyundai HB20 1.0 Evolution 2021	2020 / 2021	0	Prata	manual	5.0	57.990,00
575	./dados/dados_carro\Carro-1666.html	Hyundai HB20 1.6 Vision (Aut) 2021	2020 / 2021	0	Prata	automático	4.0	63.740,00
576	./dados/dados_carro\Carro-1667.html	Hyundai HB20 1.6 Vision (Aut) 2021	2020 / 2021	0	Prata	automático	4.0	63.740,00
577	./dados/dados_carro\Carro-1668.html	Hyundai HB20 1.6 Vision (Aut) 2021	2020 / 2021	0	Prata	automático	4.0	63.740,00
578	./dados/dados_carro\Carro-1669.html	Hyundai HB20 1.6 Vision (Aut) 2021	2020 / 2021	0	Prata	automático		69.940,00
579	./dados/dados_carro\Carro-167.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	71.990,00
580	./dados/dados_carro\Carro-1670.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	70.990,00
581	./dados/dados_carro\Carro-1671.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Branco	automático	5.0	70.990,00
582	./dados/dados_carro\Carro-1672.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Cinza	automático	5.0	73.990,00
583	./dados/dados_carro\Carro-1673.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Vermelho	automático	5.0	71.940,00
584	./dados/dados_carro\Carro-1674.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	71.990,00
585	./dados/dados_carro\Carro-1675.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	71.990,00
586	./dados/dados_carro\Carro-1676.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Branco	automático	4.0	71.990,00
587	./dados/dados_carro\Carro-1678.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2021	2020 / 2021	0	Prata	automático	4.0	74.899,00
588	./dados/dados_carro\Carro-1679.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Branco	manual	4.0	33.472,80
589	./dados/dados_carro\Carro-168.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Preto	automático	5.0	71.990,00
590	./dados/dados_carro\Carro-1680.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Várias cores	manual		33.472,80
591	./dados/dados_carro\Carro-1681.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Várias cores	manual		33.472,80
592	./dados/dados_carro\Carro-1682.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Preto	manual		33.472,80
593	./dados/dados_carro\Carro-1683.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Várias cores	manual		33.472,80
594	./dados/dados_carro\Carro-1684.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Vermelho	manual	4.0	33.472,80
595	./dados/dados_carro\Carro-1685.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual		33.472,80
596	./dados/dados_carro\Carro-1686.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Várias cores	manual		33.472,80
597	./dados/dados_carro\Carro-1687.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Várias cores	manual		33.472,80
598	./dados/dados_carro\Carro-1688.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Várias cores	manual		33.472,80
599	./dados/dados_carro\Carro-1689.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual		33.472,80
600	./dados/dados_carro\Carro-1690.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Várias cores	manual	5.0	33.472,80
601	./dados/dados_carro\Carro-1691.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Várias cores	manual	5.0	33.472,80
602	./dados/dados_carro\Carro-1692.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Várias cores	manual	5.0	33.472,80
603	./dados/dados_carro\Carro-1693.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	5.0	33.479,00
604	./dados/dados_carro\Carro-1694.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Preto	manual	2.0	33.599,00
605	./dados/dados_carro\Carro-1696.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Cinza	manual	5.0	33.899,00
606	./dados/dados_carro\Carro-1697.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Cinza	manual		34.552,80
607	./dados/dados_carro\Carro-1698.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual		34.552,80
608	./dados/dados_carro\Carro-1699.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Preto	manual	4.0	35.272,80
609	./dados/dados_carro\Carro-17.html	Chevrolet Onix 1.0 Joy SPE/4 2019	2018 / 2019	30.150 	Prata	manual	5.0	35.990,00
610	./dados/dados_carro\Carro-170.html	Chevrolet Onix 1.0 Turbo LT (Aut) 2020	2020 / 2020	0	Prata	automático	4.0	72.690,00
611	./dados/dados_carro\Carro-1700.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Preto	manual	4.0	35.272,80
612	./dados/dados_carro\Carro-1701.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Prata	manual	4.0	35.272,80
613	./dados/dados_carro\Carro-1702.html	Hyundai HB20 1.0 Vision 2020	2019 / 2020	0	Várias cores	manual	4.0	35.272,80
614	./dados/dados_carro\Carro-1703.html	Hyundai HB20 1.0 Vision 2020	2019 / 2020	0	Preto	manual	5.0	35.272,80
615	./dados/dados_carro\Carro-1704.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Preto	manual	5.0	35.289,00
616	./dados/dados_carro\Carro-1705.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Cinza	manual	5.0	37.990,00
617	./dados/dados_carro\Carro-1706.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Preto	manual	5.0	38.320,00
618	./dados/dados_carro\Carro-1707.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Preto	manual	5.0	38.320,00
619	./dados/dados_carro\Carro-1708.html	Hyundai HB20 1.0 Vision blueMedia 2020	2019 / 2020	0	Várias cores	manual	4.0	38.490,00
620	./dados/dados_carro\Carro-1709.html	Hyundai HB20 1.0 Vision blueMedia 2020	2020 / 2020	0	Várias cores	manual		38.490,00
621	./dados/dados_carro\Carro-1710.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	559 	Branco	manual	4.0	38.800,00
622	./dados/dados_carro\Carro-1711.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	259 	Branco	manual	4.0	38.900,00
623	./dados/dados_carro\Carro-1712.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	356 	Preto	manual	4.0	38.900,00
624	./dados/dados_carro\Carro-1713.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	152 	Preto	manual	4.0	40.500,00
625	./dados/dados_carro\Carro-1714.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	4.0	40.870,00
626	./dados/dados_carro\Carro-1715.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Preto	manual	4.0	40.870,00
627	./dados/dados_carro\Carro-1716.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Prata	manual	4.0	42.900,00
628	./dados/dados_carro\Carro-1717.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Prata	manual	4.0	42.890,00
629	./dados/dados_carro\Carro-1718.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	259 	Prata	manual	4.0	40.900,00
630	./dados/dados_carro\Carro-1719.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Vermelho	manual	5.0	40.990,00
631	./dados/dados_carro\Carro-172.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	72.990,00
632	./dados/dados_carro\Carro-1720.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Preto	manual	5.0	40.990,00
633	./dados/dados_carro\Carro-1721.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Prata	manual	5.0	40.990,00
634	./dados/dados_carro\Carro-1722.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Vermelho	manual	5.0	40.990,00
635	./dados/dados_carro\Carro-1723.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	5.0	40.990,00
636	./dados/dados_carro\Carro-1724.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Vermelho	manual	5.0	41.999,00
637	./dados/dados_carro\Carro-1725.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Não informada.	manual	4.0	42.500,00
638	./dados/dados_carro\Carro-1726.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	4.0	42.990,00
639	./dados/dados_carro\Carro-1728.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	4.0	43.890,00
640	./dados/dados_carro\Carro-1729.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	4.0	43.890,00
641	./dados/dados_carro\Carro-1730.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Vermelho	manual	4.0	43.890,00
642	./dados/dados_carro\Carro-1734.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Branco	manual	4.0	43.990,00
643	./dados/dados_carro\Carro-1735.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Branco	manual	5.0	44.490,00
644	./dados/dados_carro\Carro-1736.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Cinza	manual		44.580,00
645	./dados/dados_carro\Carro-1737.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Prata	manual		44.580,00
646	./dados/dados_carro\Carro-1738.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Preto	manual	4.0	44.900,00
647	./dados/dados_carro\Carro-1739.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Prata	manual	4.0	44.990,00
648	./dados/dados_carro\Carro-174.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2020 / 2020	0	Laranja	automático	5.0	72.990,00
649	./dados/dados_carro\Carro-1740.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Prata	manual	4.0	44.990,00
650	./dados/dados_carro\Carro-1741.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Branco	manual	5.0	44.990,00
651	./dados/dados_carro\Carro-1742.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Branco	manual	4.0	44.990,00
652	./dados/dados_carro\Carro-1743.html	Hyundai HB20 1.6 Vision (Aut) 2020	2019 / 2020	0	Várias cores	automático	4.0	45.208,80
653	./dados/dados_carro\Carro-1744.html	Hyundai HB20 1.0 Evolution 2020	2019 / 2020	0	Várias cores	manual		45.728,00
654	./dados/dados_carro\Carro-1745.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	manual			45.940,00
655	./dados/dados_carro\Carro-1746.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Prata	manual		48.990,00
656	./dados/dados_carro\Carro-1747.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Várias cores	manual	4.0	45.990,00
657	./dados/dados_carro\Carro-1748.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	4.0	45.990,00
658	./dados/dados_carro\Carro-1749.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Vermelho	manual		45.990,00
659	./dados/dados_carro\Carro-175.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	72.990,00
660	./dados/dados_carro\Carro-1750.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Preto	manual	5.0	45.990,00
661	./dados/dados_carro\Carro-1751.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	1.000 	Branco	manual	4.0	46.900,00
662	./dados/dados_carro\Carro-1752.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Prata	manual	4.0	46.900,00
663	./dados/dados_carro\Carro-1753.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Não informada.	manual	4.0	46.990,00
664	./dados/dados_carro\Carro-1754.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Vermelho	manual	4.0	46.990,00
665	./dados/dados_carro\Carro-1755.html	Hyundai HB20 1.6 Vision 2020	2019 / 2020	0	Várias cores	manual	5.0	46.990,00
666	./dados/dados_carro\Carro-1756.html	Hyundai HB20 1.6 Vision 2020	2019 / 2020	0	Várias cores	manual		46.990,00
667	./dados/dados_carro\Carro-1757.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Não informada.	manual	4.0	46.990,00
668	./dados/dados_carro\Carro-1759.html	Hyundai HB20 1.0 Vision blueMedia 2020	2020 / 2020	0	Vermelho	manual		48.860,00
669	./dados/dados_carro\Carro-176.html	Chevrolet Onix 1.0 Turbo Premier (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	72.990,00
670	./dados/dados_carro\Carro-1763.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	798 	Branco	manual	4.0	49.800,00
671	./dados/dados_carro\Carro-1765.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Várias cores	manual	4.0	49.990,00
672	./dados/dados_carro\Carro-1766.html	Hyundai HB20 1.0 Sense 2020	2020 / 2020	0	Branco	manual	4.0	49.990,00
673	./dados/dados_carro\Carro-1767.html	Hyundai HB20 1.0 Sense 2020	2019 / 2020	0	Prata	manual	4.0	49.990,00
674	./dados/dados_carro\Carro-1769.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Vermelho	manual	4.0	49.990,00
675	./dados/dados_carro\Carro-1770.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Preto	manual	4.0	50.890,00
676	./dados/dados_carro\Carro-1771.html	Hyundai HB20 1.6 Vision (Aut) 2020	2020 / 2020	0	Várias cores	automático	5.0	50.990,00
677	./dados/dados_carro\Carro-1772.html	Hyundai HB20 1.0 Vision 2020	2020 / 2020	0	Prata	manual	4.0	51.690,00
678	./dados/dados_carro\Carro-1773.html	Hyundai HB20 1.0 Evolution 2020	2019 / 2020	7.300 	Vermelho	manual	5.0	51.900,00
679	./dados/dados_carro\Carro-1778.html	Hyundai HB20 1.0 Evolution 2020	2019 / 2020	0	Branco	manual	4.0	53.990,00
680	./dados/dados_carro\Carro-1780.html	Hyundai HB20 1.0 Evolution 2020	2020 / 2020	0	Branco	manual	4.0	56.900,00
681	./dados/dados_carro\Carro-1782.html	Hyundai HB20 1.6 Vision (Aut) 2020	2019 / 2020	2.000 	Cinza	automático	5.0	57.900,00
682	./dados/dados_carro\Carro-1784.html	Hyundai HB20 1.0 Evolution 2020	2019 / 2020	0	Prata	manual	4.0	58.900,00
683	./dados/dados_carro\Carro-1785.html	Hyundai HB20 1.6 Vision (Aut) 2020	2019 / 2020	0	Branco	automático	5.0	58.950,00
684	./dados/dados_carro\Carro-1786.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2019 / 2020	42.500 	Prata	automático	4.0	59.990,00
685	./dados/dados_carro\Carro-1787.html	Hyundai HB20 1.0 T-GDI Evolution (Aut) 2020	2020 / 2020	0	Branco	automático		61.990,00
686	./dados/dados_carro\Carro-1788.html	Hyundai HB20 1.6 Vision (Aut) 2020	2019 / 2020	0	automático			62.790,00
687	./dados/dados_carro\Carro-1789.html	Hyundai HB20 1.6 Vision (Aut) 2020	2019 / 2020	0	automático			62.790,00
688	./dados/dados_carro\Carro-1791.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2020 / 2020	0	Vermelho	automático		63.990,00
689	./dados/dados_carro\Carro-1792.html	Hyundai HB20 1.0 T-GDI Evolution (Aut) 2020	2020 / 2020	0	Várias cores	automático	4.0	63.990,00
690	./dados/dados_carro\Carro-1794.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2019 / 2020	6.000 	Branco	automático	5.0	64.900,00
691	./dados/dados_carro\Carro-18.html	Chevrolet Onix 1.0 LT SPE/4 2019	2019 / 2019	31.000 	Cinza	manual	4.0	36.900,00
692	./dados/dados_carro\Carro-1800.html	Hyundai HB20 1.0 T-GDI Evolution (Aut) 2020	2019 / 2020	0	Branco	automático	5.0	66.990,00
693	./dados/dados_carro\Carro-1801.html	Hyundai HB20 1.0 T-GDI Evolution (Aut) 2020	2019 / 2020	0	Preto	automático	4.0	67.190,00
694	./dados/dados_carro\Carro-1802.html	Hyundai HB20 1.0 T-GDI Evolution (Aut) 2020	2019 / 2020	0	Preto	automático	4.0	67.190,00
695	./dados/dados_carro\Carro-1803.html	Hyundai HB20 1.0 T-GDI Evolution (Aut) 2020	2019 / 2020	0	Preto	automático	4.0	67.190,00
696	./dados/dados_carro\Carro-1804.html	Hyundai HB20 1.0 T-GDI Evolution (Aut) 2020	2019 / 2020	411 	Prata	automático	4.0	67.900,00
697	./dados/dados_carro\Carro-1806.html	Hyundai HB20 1.0 T-GDI Diamond (Aut) 2020	2019 / 2020	0	Branco	automático	5.0	68.000,00
698	./dados/dados_carro\Carro-1811.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2020	2020 / 2020	0	Branco	manual	4.0	68.990,00
699	./dados/dados_carro\Carro-1812.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2020	2020 / 2020	0	Cinza	automático	4.0	68.990,00
700	./dados/dados_carro\Carro-1813.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Branco	automático		69.490,00
701	./dados/dados_carro\Carro-1814.html	Hyundai HB20 1.0 T-GDI Diamond (Aut) 2020	2019 / 2020	0	Vermelho	automático	4.0	69.990,00
702	./dados/dados_carro\Carro-1815.html	Hyundai HB20 1.0 T-GDI Sport (Aut) 2020	2020 / 2020	0	Branco	automático	4.0	69.990,00
703	./dados/dados_carro\Carro-1816.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	0	Branco	automático	4.0	69.990,00
704	./dados/dados_carro\Carro-1817.html	Hyundai HB20 1.0 T-GDI Diamond Plus (Aut) 2020	2019 / 2020	600 	Prata	automático		69.990,00
705	./dados/dados_carro\Carro-1818.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2019 / 2020	0	Prata	automático	4.0	70.940,00
706	./dados/dados_carro\Carro-1819.html	Hyundai HB20 1.6 Launch Edition (Aut) 2020	2019 / 2020	0	Prata	automático	4.0	70.940,00
707	./dados/dados_carro\Carro-1820.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	32.000 	Prata	manual	5.0	40.900,00
708	./dados/dados_carro\Carro-1821.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	51.000 	Branco	manual	4.0	40.900,00
709	./dados/dados_carro\Carro-1822.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	29.246 	Prata	manual	5.0	40.900,00
710	./dados/dados_carro\Carro-1824.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	28.080 	Marrom	manual	4.0	40.990,00
711	./dados/dados_carro\Carro-1825.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	16.097 	Prata	manual		41.500,00
712	./dados/dados_carro\Carro-1826.html	Hyundai HB20 1.0 Unique 2019	2019 / 2019	37.177 	Branco	manual	4.0	41.900,00
713	./dados/dados_carro\Carro-1827.html	Hyundai HB20 1.0 Unique 2019	2018 / 2019	32.224 	Preto	manual	5.0	41.900,00
