	nome	ano	km	cor	cambio	portas	preco	flex
1458	Fiat Argo 1.0 Drive 	2020	30.0	Prata	manual	4.0	44900.0	0.0
1459	Fiat Argo 1.0 Drive 	2020	46.457	Branco	manual	4.0	44900.0	0.0
1460	Fiat Argo 1.0 	2020	0.0	Preto	manual	4.0	44990.0	0.0
1461	Fiat Argo 1.0 Drive 	2020	52.768	Branco	manual	4.0	44990.0	0.0
1462	Fiat Argo 1.0 Drive 	2020	43.807	Vermelho	manual	4.0	44990.0	0.0
1463	Fiat Argo 1.0 Drive 	2020	44.358	Branco	manual	4.0	44990.0	0.0
1464	Fiat Argo 1.0 	2020	0.0	Preto	manual	4.0	44990.0	0.0
1465	Fiat Argo 1.0 Drive 	2020	53.468	Branco	manual	4.0	44990.0	0.0
1466	Fiat Argo 1.0 Drive 	2020	59.222	Branco	manual	4.0	44990.0	0.0
1467	Chevrolet Onix 1.0 	2020	0.0	Preto	manual	4.0	54990.0	1.0
1468	Fiat Argo 1.0 Drive 	2020	58.933	Preto	manual	4.0	44990.0	0.0
1469	Fiat Argo 1.0 Drive 	2020	48.19	Cinza	manual	4.0	45490.0	0.0
1470	Fiat Argo 1.0 Drive 	2020	34.371	Branco	manual	4.0	45500.0	0.0
1471	Fiat Argo 1.0 Drive 	2020	42.244	Branco	manual	4.0	45500.0	0.0
1472	Fiat Argo 1.0 Drive 	2020	28.551	Branco	manual	4.0	45500.0	0.0
1473	Fiat Argo 1.0 Drive 	2020	40.268	Branco	manual	4.0	45600.0	0.0
1474	Fiat Argo 1.0 Drive 	2020	16.578	Branco	manual	4.0	45690.0	0.0
1475	Fiat Argo 1.0 Drive 	2020	35.423	Prata	manual	4.0	45690.0	0.0
1476	Fiat Argo 1.0 Drive 	2020	39.534	Branco	manual	4.0	45690.0	0.0
1477	Fiat Argo 1.0 Drive 	2020	34.947	Branco	manual	4.0	45690.0	0.0
1478	Fiat Argo 1.0 Drive 	2020	39.199	Branco	manual	4.0	45690.0	0.0
1479	Fiat Argo 1.0 Drive 	2020	39.791	Prata	manual	4.0	45690.0	0.0
1480	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	5.0	56900.0	1.0
1481	Chevrolet Onix 1.0 	2020	0.0	Branco	manual	5.0	55980.0	1.0
1482	Fiat Argo 1.0 Drive 	2020	45.438	Branco	manual	4.0	45790.0	0.0
1483	Fiat Argo 1.0 Drive 	2020	33.0	Prata	manual	5.0	45830.0	0.0
1484	Fiat Argo 1.0 Drive 	2020	40.63	Cinza	manual	4.0	45890.0	0.0
1485	Fiat Argo 1.0 Drive 	2020	42.132	Branco	manual	4.0	45900.0	0.0
1486	Fiat Argo 1.0 Drive 	2020	47.684	Prata	manual	4.0	45900.0	0.0
1487	Fiat Argo 1.0 Drive 	2020	41.02	Branco	manual	4.0	45900.0	0.0
1488	Fiat Argo 1.0 Drive 	2020	49.221	Branco	manual	4.0	45900.0	0.0
1489	Fiat Argo 1.0 Drive 	2020	59.447	Cinza	manual	4.0	45900.0	0.0
1490	Chevrolet Onix 1.0 	2020	0.0	Branco	manual	5.0	55990.0	1.0
1491	Fiat Argo 1.0 Drive 	2020	49.018	Prata	manual	4.0	45900.0	0.0
1492	Fiat Argo 1.0 Drive 	2020	41.797	Prata	manual	4.0	45900.0	0.0
1493	Fiat Argo 1.0 Drive 	2020	42.91	Prata	manual	4.0	45900.0	0.0
1494	Fiat Argo 1.0 Drive 	2020	24.546	Branco	manual	4.0	45900.0	0.0
1495	Fiat Argo 1.0 Drive 	2020	51.871	Branco	manual	4.0	45900.0	0.0
1496	Fiat Argo 1.0 Drive 	2020	40.084	Branco	manual	4.0	45900.0	0.0
1497	Fiat Argo 1.0 Drive 	2020	40.834	Branco	manual	4.0	45900.0	0.0
1498	Fiat Argo 1.0 Drive 	2020	42.984	Cinza	manual	4.0	45900.0	0.0
1499	Fiat Argo 1.0 Drive 	2020	49.026	Preto	manual	4.0	45900.0	0.0
1500	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Preto	manual	5.0	56100.0	0.0
1501	Fiat Argo 1.0 Drive 	2020	50.236	Cinza	manual	4.0	45900.0	0.0
1502	Fiat Argo 1.0 Drive 	2020	55.245	Preto	manual	4.0	45900.0	0.0
1503	Fiat Argo 1.0 Drive 	2020	52.29600000000001	Cinza	manual	4.0	45900.0	0.0
1504	Fiat Argo 1.0 Drive 	2020	55.736	Branco	manual	4.0	45900.0	0.0
1505	Fiat Argo 1.0 Drive 	2020	45.661	Branco	manual	4.0	45900.0	0.0
1506	Fiat Argo 1.0 Drive 	2020	48.99	Branco	manual	4.0	45900.0	0.0
1507	Fiat Argo 1.0 Drive 	2020	50.709	Branco	manual	3.0	45900.0	0.0
1508	Fiat Argo 1.0 	2020	8.463	Branco	manual	4.0	45900.0	0.0
1509	Fiat Argo 1.0 	2020	12.588	Branco	manual	4.0	45900.0	0.0
1510	Fiat Argo 1.0 	2020	9.122	Branco	manual	4.0	45900.0	0.0
1511	Fiat Argo 1.0 	2020	7.51	Branco	manual	4.0	45900.0	0.0
1512	Fiat Argo 1.0 Drive 	2020	45.852	Prata	manual	4.0	45900.0	0.0
1513	Fiat Argo 1.0 Drive 	2020	41.628	Cinza	manual	4.0	45900.0	0.0
1514	Fiat Argo 1.0 Drive 	2020	42.591	Branco	manual	4.0	45900.0	0.0
1515	Fiat Argo 1.0 Drive 	2020	41.22	Branco	manual	4.0	45900.0	0.0
1516	Fiat Argo 1.0 Drive 	2020	27.358	Branco	manual	4.0	45900.0	0.0
1517	Fiat Argo 1.0 Drive 	2020	45.803	Branco	manual	4.0	45900.0	0.0
1518	Fiat Argo 1.0 Drive 	2020	27.841	Branco	manual	4.0	45900.0	0.0
1519	Fiat Argo 1.0 Drive 	2020	24.806	Branco	manual	4.0	45900.0	0.0
1520	Fiat Argo 1.0 Drive 	2020	40.857	Branco	manual	4.0	45900.0	0.0
1521	Chevrolet Onix 1.0 LT 	2020	157.0	Branco	manual	4.0	56900.0	1.0
1522	Fiat Argo 1.0 Drive 	2020	40.907	Prata	manual	4.0	45900.0	0.0
1523	Fiat Argo 1.0 Drive 	2020	40.481	Branco	manual	4.0	45900.0	0.0
1524	Fiat Argo 1.0 Drive 	2020	49.978	Branco	manual	4.0	45900.0	0.0
1525	Fiat Argo 1.0 Drive 	2020	40.8	Prata	manual	4.0	45900.0	0.0
1526	Fiat Argo 1.0 Drive 	2020	43.35	Branco	manual	4.0	45900.0	0.0
1527	Fiat Argo 1.0 Drive 	2020	40.445	Branco	manual	4.0	45900.0	0.0
1528	Fiat Argo 1.0 Drive 	2020	48.08	Branco	manual	4.0	45900.0	0.0
1529	Fiat Argo 1.0 Drive 	2020	24.367	Branco	manual	4.0	45900.0	0.0
1530	Fiat Argo 1.0 Drive 	2020	33.455	Branco	manual	4.0	45900.0	0.0
1531	Fiat Argo 1.0 Drive 	2020	30.751	Branco	manual	4.0	45900.0	0.0
1532	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Vermelho	manual	4.0	56900.0	0.0
1533	Fiat Argo 1.0 Drive 	2020	29.424	Branco	manual	4.0	45900.0	0.0
1534	Fiat Argo 1.0 Drive 	2020	45.542	Prata	manual	4.0	45900.0	0.0
1535	Fiat Argo 1.0 Drive 	2020	48.056	Prata	manual	4.0	45900.0	0.0
1536	Fiat Argo 1.0 Drive 	2020	39.752	Branco	manual	4.0	45900.0	0.0
1537	Fiat Argo 1.0 Drive 	2020	40.985	Prata	manual	4.0	45900.0	0.0
1538	Fiat Argo 1.0 Drive 	2020	40.906	Prata	manual	4.0	45900.0	0.0
1539	Fiat Argo 1.0 Drive 	2020	40.399	Prata	manual	4.0	45900.0	0.0
1540	Fiat Argo 1.0 Drive 	2020	44.613	Prata	manual	4.0	45900.0	0.0
1541	Fiat Argo 1.0 Drive 	2020	46.412	Cinza	manual	4.0	45900.0	0.0
1542	Chevrolet Onix 1.0 	2020	0.0	Cinza	manual	4.0	56990.0	1.0
1543	Fiat Argo 1.3 Drive 	2020	41.09	Branco	manual	4.0	45900.0	0.0
1544	Fiat Argo 1.0 Drive 	2020	40.444	Prata	manual	4.0	45900.0	0.0
1545	Fiat Argo 1.0 Drive 	2020	44.409	Prata	manual	4.0	45900.0	0.0
1546	Fiat Argo 1.0 Drive 	2020	47.03100000000001	Branco	manual	4.0	45900.0	0.0
1547	Fiat Argo 1.0 Drive 	2020	41.36	Branco	manual	4.0	45900.0	0.0
1548	Fiat Argo 1.0 Drive 	2020	41.284	Branco	manual	4.0	45900.0	0.0
1549	Fiat Argo 1.0 Drive 	2020	40.62300000000001	Cinza	manual	4.0	45900.0	0.0
1550	Fiat Argo 1.0 Drive 	2020	40.403	Prata	manual	4.0	45900.0	0.0
1551	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	4.0	56990.0	1.0
1552	Fiat Argo 1.0 	2020	45.256	Branco	manual	5.0	45900.0	0.0
1553	Fiat Argo 1.0 Drive 	2020	42.21100000000001	Prata	manual	4.0	45900.0	0.0
1554	Fiat Argo 1.0 Drive 	2020	40.695	Branco	manual	4.0	45900.0	0.0
1555	Fiat Argo 1.0 Drive 	2020	45.467	Prata	manual	4.0	45900.0	0.0
1556	Fiat Argo 1.0 Drive 	2020	42.54600000000001	Prata	manual	4.0	45900.0	0.0
1557	Fiat Argo 1.0 Drive 	2020	43.39	Branco	manual	4.0	45900.0	0.0
1558	Fiat Argo 1.0 Drive 	2020	47.101000000000006	Branco	manual	4.0	45900.0	0.0
1559	Fiat Argo 1.0 Drive 	2020	41.129	Prata	manual	4.0	45900.0	0.0
1560	Fiat Argo 1.0 Drive 	2020	40.897	Branco	manual	4.0	45900.0	0.0
1561	Fiat Argo 1.0 Drive 	2020	41.323	Branco	manual	4.0	45900.0	0.0
1562	Fiat Argo 1.0 Drive 	2020	51.297	Branco	manual	4.0	45900.0	0.0
1563	Fiat Argo 1.0 Drive 	2020	40.119	Branco	manual	4.0	45900.0	0.0
1564	Fiat Argo 1.0 Drive 	2020	45.882	Branco	manual	4.0	45900.0	0.0
1565	Fiat Argo 1.0 Drive 	2020	41.159	Branco	manual	4.0	45900.0	0.0
1566	Fiat Argo 1.0 Drive 	2020	53.66	Branco	manual	4.0	45900.0	0.0
1567	Fiat Argo 1.0 Drive 	2020	40.294	Branco	manual	4.0	45900.0	0.0
1568	Fiat Argo 1.0 Drive 	2020	22.587	Branco	manual	4.0	45900.0	0.0
1569	Fiat Argo 1.0 Drive 	2020	23.349	Branco	manual	4.0	45900.0	0.0
1570	Fiat Argo 1.0 Drive 	2020	27.021	Cinza	manual	4.0	45900.0	0.0
1571	Fiat Argo 1.0 Drive 	2020	19.141	Branco	manual	5.0	45900.0	0.0
1572	Fiat Argo 1.0 Drive 	2020	40.962	Branco	manual	4.0	45900.0	0.0
1573	Fiat Argo 1.0 Drive 	2020	45.487	Cinza	manual	4.0	45900.0	0.0
1574	Fiat Argo 1.3 Drive 	2020	0.0	Várias cores	manual		45950.0	0.0
1575	Fiat Argo 1.0 	2020	0.0	Preto	manual	4.0	45970.0	0.0
1576	Fiat Argo 1.0 	2020	0.0	Preto	manual	4.0	45980.0	0.0
1577	Fiat Argo 1.0 Drive 	2020	29.516	Branco	manual	4.0	45990.0	0.0
1578	Chevrolet Onix 1.0 	2020	3.1	Branco	manual	4.0	67900.0	1.0
1579	Chevrolet Onix 1.0 LT 	2020	0.0	Não informada.	manual	4.0	56990.0	1.0
1580	Fiat Strada Cabine Plus Freedom 	2021	300.0	Preto	manual	2.0	72480.0	0.0
1581	Fiat Strada 1.4 CS Hard Working 	2020	31.518	Vermelho	manual	2.0	49900.0	0.0
1582	Fiat Strada 1.4 CD Hard Working 	2020	18.0	Branco	manual	3.0	65990.0	0.0
1583	Fiat Strada 1.8 CD Adventure 	2020	4.362	Prata	manual	4.0	72990.0	0.0
1584	Fiat Strada Hard Working 1.4 	2019	41.0	Prata	manual	2.0	45900.0	1.0
1585	Fiat Strada Hard Working 1.4 	2019	29.0	Branco	manual	2.0	45900.0	1.0
1586	Fiat Strada Hard Working 1.4 	2019	56.468	Branco	manual	2.0	47000.0	1.0
1587	Fiat Strada Hard Working 1.4 	2019	29.0	Branco	manual	2.0	49900.0	1.0
1588	Fiat Strada Freedom 1.4 	2019	18.9	Vermelho	manual	3.0	65000.0	1.0
1589	Fiat Strada Hard Working 1.4 	2018	200.0	Branco	manual	2.0	31690.0	1.0
1590	Chevrolet Onix 1.0 Turbo LT 	2020	2.503	Branco	manual	4.0	57500.0	0.0
1591	Fiat Strada 1.4 CS Hard Working 	2020	38.755	Preto	manual	2.0	45980.0	0.0
1592	Fiat Strada 1.4 CD Hard Working 	2020	44.802	Prata	manual	2.0	47290.0	0.0
1593	Fiat Strada 1.4 CS Hard Working 	2020	40.033	Branco	manual	2.0	47990.0	0.0
1594	Fiat Strada 1.4 CS Hard Working 	2020	42.783	Branco	manual	4.0	47990.0	0.0
1595	Fiat Strada 1.4 CS Hard Working 	2020	57.0	Branco	manual	2.0	47990.0	0.0
1596	Fiat Strada 1.4 CD Hard Working 	2020	51.775	Branco	manual	2.0	48900.0	0.0
1597	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Cinza	manual		57500.0	0.0
1598	Fiat Strada 1.4 CS Hard Working 	2020	18.31	Branco	manual	2.0	48900.0	0.0
1599	Fiat Strada 1.4 CS Hard Working 	2020	33.0	Vermelho	manual	2.0	48900.0	0.0
1600	Fiat Strada 1.4 CE Hard Working 	2020	31.792	Branco	manual	2.0	48990.0	0.0
1601	Fiat Strada 1.4 CS Hard Working 	2020	35.48900000000001	Branco	manual	2.0	48990.0	0.0
1602	Fiat Strada 1.4 CS Hard Working 	2020	36.892	Branco	manual	2.0	48990.0	0.0
1603	Fiat Strada 1.4 CS Hard Working 	2020	18.0	Branco	manual	2.0	48990.0	0.0
1604	Fiat Strada 1.4 CS Hard Working 	2020	33.65	Branco	manual	2.0	48990.0	0.0
1605	Fiat Strada 1.4 CD Hard Working 	2020	41.277	Branco	manual	2.0	49500.0	0.0
1606	Fiat Strada 1.4 CS Hard Working 	2020	4.0	Branco	manual	2.0	49500.0	0.0
1607	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	5.0	57690.0	1.0
1608	Fiat Strada 1.4 CS Hard Working 	2020	10.195	Branco	manual	4.0	49790.0	0.0
1609	Fiat Strada 1.4 CD Hard Working 	2020	40.0	Branco	manual	2.0	49898.0	0.0
1610	Fiat Strada 1.4 CS Working 	2020	2.785	Branco	manual	2.0	49900.0	0.0
1611	Fiat Strada 1.4 CS Freedom 	2020	15.5	Branco	manual		49900.0	0.0
1612	Chevrolet Onix 1.0 	2020	0.0	Prata	manual	3.0	57880.0	1.0
1613	Fiat Strada 1.4 CD Hard Working 	2020	46.455	Branco	manual	2.0	50700.0	0.0
1614	Fiat Strada 1.4 CS Hard Working 	2020	51.775	Branco	manual	2.0	50710.0	0.0
1615	Fiat Strada 1.4 CS Hard Working 	2020	0.0	Várias cores	manual	2.0	50990.0	0.0
1616	Fiat Strada 1.4 CS Hard Working 	2020	0.0	Preto	manual	2.0	51100.0	0.0
1617	Fiat Strada 1.4 CS Hard Working 	2020	42.029	Branco	manual	2.0	52520.0	0.0
1618	Fiat Strada 1.4 CE Hard Working 	2020	36.6	Branco	manual	2.0	52900.0	0.0
1619	Fiat Strada 1.4 CE Hard Working 	2020	999.999	Prata	manual	2.0	52929.0	0.0
1620	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual		57890.0	1.0
1621	Fiat Strada 1.4 CE Hard Working 	2020	30.646	Branco	manual	2.0	53290.0	0.0
1622	Fiat Strada 1.4 CE Hard Working 	2020	27.085	Branco	manual	2.0	53290.0	0.0
1623	Fiat Strada 1.4 CD Hard Working 	2020	29.889	Branco	manual	2.0	53900.0	0.0
1624	Fiat Strada 1.4 CE Hard Working 	2020	27.0	Branco	manual	2.0	54900.0	0.0
1625	Fiat Strada 1.4 CE Hard Working 	2020	24.44	Branco	manual	2.0	54990.0	0.0
1626	Fiat Strada 1.4 CE Hard Working 	2020	20.313	Branco	manual	2.0	54990.0	0.0
1627	Fiat Strada 1.4 CE Hard Working 	2020	19.388	Branco	manual	2.0	54990.0	0.0
1628	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Prata	manual		49890.0	0.0
1629	Fiat Strada 1.4 CE Hard Working 	2020	36.2	Branco	manual	2.0	57500.0	0.0
1630	Fiat Strada 1.4 CD Hard Working 	2020	0.0	Branco	manual	3.0	59400.0	0.0
1631	Fiat Strada 1.4 CS Hard Working 	2020	0.0	Branco	manual	2.0	59742.0	0.0
1632	Fiat Strada 1.4 CS Hard Working 	2020	0.0	Branco	manual	2.0	62490.0	0.0
1633	Fiat Strada 1.4 CD Freedom 	2020	0.0	Preto	manual	3.0	63590.0	0.0
1634	Chevrolet Onix 1.0 Turbo AT 	2020	0.0	Branco	automático	5.0	57990.0	0.0
1635	Fiat Strada 1.4 CS Working 	2020	0.0	Branco	manual	2.0	63590.0	0.0
1636	Fiat Strada 1.4 CE Hard Working 	2020	100.0	Branco	manual	2.0	63990.0	0.0
1637	Fiat Strada 1.4 CD Hard Working 	2020	0.0	Branco	manual	2.0	65990.0	0.0
1638	Fiat Strada 1.4 CD Freedom 	2020	0.0	Branco	manual	5.0	66990.0	0.0
1639	Fiat Strada 1.4 CD Freedom 	2020	22.428	Vermelho	manual	3.0	67900.0	0.0
1640	Fiat Strada 1.4 CE Hard Working 	2020	0.0	Branco	manual	2.0	67990.0	0.0
1641	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual	5.0	57990.0	1.0
1642	Fiat Strada 1.8 CD Adventure 	2020	10.8	Branco	manual		69000.0	0.0
1643	Fiat Strada 1.8 CD Adventure 	2020	9.779	Branco	manual	3.0	69990.0	0.0
1644	Fiat Strada 1.4 CE Hard Working 	2020	0.0	Branco	manual	2.0	72970.0	0.0
1645	Fiat Strada 1.4 CD Freedom 	2020	23.517	Branco	manual	3.0	72999.0	0.0
1646	Chevrolet Onix 1.0 Turbo Premier 	2020	9.0	Prata	automático	5.0	69900.0	0.0
1647	Fiat Strada 1.4 CD Hard Working 	2020	0.0	Preto	manual	3.0	73790.0	0.0
1648	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual	4.0	58290.0	1.0
1649	Fiat Strada 1.4 CD Freedom 	2020	0.0	Branco	manual	3.0	74990.0	0.0
1650	Fiat Strada 1.4 CD Freedom 	2020	0.0	Vermelho	manual	3.0	79990.0	0.0
1651	Fiat Strada 1.4 CD Freedom 	2020	0.0	Cinza	manual	3.0	79990.0	0.0
1652	Fiat Strada 1.4 CD Freedom 	2020	0.0	Vermelho	manual	3.0	83990.0	0.0
1653	Fiat Strada 1.4 CD Freedom 	2020	0.0	Vermelho	manual	4.0	79990.0	0.0
1654	Chevrolet Onix 1.0 Turbo LT 	2020	0.0	Vermelho	manual	4.0	58890.0	0.0
1655	Fiat Strada Hard Working 1.4 	2019	73.653	Branco	manual	2.0	39990.0	1.0
1656	Fiat Strada Hard Working 1.4 	2019	37.94	Branco	manual	2.0	39990.0	1.0
1657	Fiat Strada Hard Working 1.4 	2019	39.787	Preto	manual	2.0	40977.0	1.0
1658	Fiat Strada Hard Working 1.4 	2019	36.056	Branco	manual	2.0	41290.0	1.0
1659	Fiat Strada Hard Working 1.4 	2019	34.667	Branco	manual	2.0	41290.0	1.0
1660	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Branco	automático	5.0	54900.0	0.0
1661	Fiat Strada Hard Working 1.4 	2019	60.0	Branco	manual	2.0	41900.0	1.0
1662	Fiat Strada Hard Working 1.4 	2019	35.0	Branco	manual	2.0	42990.0	1.0
1663	Fiat Strada Hard Working 1.4 	2019	40.615	Branco	manual	2.0	41990.0	1.0
1664	Fiat Strada Hard Working 1.4 	2019	40.689	Branco	manual	2.0	41990.0	1.0
1665	Fiat Strada Hard Working 1.4 	2019	36.0	Branco	manual	2.0	42790.0	1.0
1666	Fiat Strada Hard Working 1.4 	2019	39.924	Prata	manual	2.0	42890.0	1.0
1667	Fiat Strada Hard Working 1.4 	2019	50.477	Branco	manual	2.0	43800.0	1.0
1668	Fiat Strada Hard Working 1.4 	2019	43.802	Branco	manual	4.0	42900.0	1.0
1669	Chevrolet Onix 1.0 LT 	2020	0.0	Preto	manual		58990.0	1.0
1670	Fiat Strada Hard Working 1.4 	2019	37.272	Branco	manual	2.0	42900.0	1.0
1671	Fiat Strada Hard Working 1.4 	2019	63.603	Branco	manual	2.0	42990.0	1.0
1672	Fiat Strada Hard Working 1.4 	2019	48.651	Branco	manual	2.0	43110.0	1.0
1673	Fiat Strada Hard Working 1.4 	2019	58.958	Branco	manual	2.0	43110.0	1.0
1674	Fiat Strada Hard Working 1.4 	2019	39.032	Prata	manual	2.0	43760.0	1.0
1675	Fiat Strada Hard Working 1.4 	2019	50.405	Branco	manual	3.0	44900.0	1.0
1676	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual		57900.0	1.0
1677	Fiat Strada Hard Working 1.4 	2019	24.855	Branco	manual	2.0	43900.0	1.0
1678	Fiat Strada Hard Working 1.4 	2019	44.0	Branco	manual	2.0	43900.0	1.0
1679	Fiat Strada Hard Working 1.4 	2019	45.4	Prata	manual	3.0	43900.0	1.0
1680	Fiat Strada Hard Working 1.4 	2019	54.148	Vermelho	manual	2.0	43900.0	1.0
1681	Fiat Strada Hard Working 1.4 	2019	60.0	Branco	manual	2.0	43900.0	1.0
1682	Fiat Strada Hard Working 1.4 	2019	66.0	Branco	manual	2.0	43900.0	1.0
1683	Fiat Strada Hard Working 1.4 	2019	73.0	Branco	manual	2.0	43900.0	1.0
1684	Chevrolet Onix 1.0 LT 	2020	0.0	Prata	manual	4.0	58999.0	1.0
1685	Fiat Strada Hard Working 1.4 	2019	17.364	Prata	manual	2.0	43990.0	1.0
1686	Fiat Strada Working 1.4 	2019	43.854	Branco	manual	2.0	43990.0	1.0
1687	Fiat Strada Hard Working 1.4 	2019	39.561	Prata	manual	2.0	43990.0	1.0
1688	Fiat Strada Hard Working 1.4 	2019	49.0	Branco	manual	4.0	43990.0	1.0
1689	Chevrolet Onix 1.0 Turbo LT 	2020	2.7	Laranja	manual	4.0	59000.0	0.0
1690	Fiat Strada Hard Working 1.4 	2019	35.022	Branco	manual	2.0	44090.0	1.0
1691	Fiat Strada Hard Working 1.4 	2019	38.7	Branco	manual	2.0	44200.0	1.0
1692	Fiat Strada Hard Working 1.4 	2019	30.015	Prata	manual	2.0	44900.0	1.0
1693	Fiat Strada Hard Working 1.4 	2019	25.853	Branco	manual	2.0	44900.0	1.0
1694	Fiat Strada Hard Working 1.4 	2019	28.872	Prata	manual	2.0	44900.0	1.0
1695	Chevrolet Onix 1.0 LT 	2020	0.0	Vermelho	manual	5.0	59190.0	1.0
1696	Fiat Strada Hard Working 1.4 	2019	36.185	Branco	manual	2.0	44990.0	1.0
1697	Fiat Strada Hard Working 1.4 	2019	37.764	Branco	manual	2.0	44990.0	1.0
1698	Fiat Strada Hard Working 1.4 	2019	39.673	Branco	manual	2.0	44990.0	1.0
1699	Fiat Strada Hard Working 1.4 	2019	37.473	Branco	manual	4.0	44990.0	1.0
1700	Fiat Strada Hard Working 1.4 	2019	39.439	Branco	manual	2.0	44990.0	1.0
1701	Fiat Strada Hard Working 1.4 	2019	32.2	Branco	manual	2.0	44990.0	1.0
1702	Fiat Strada Hard Working 1.4 	2019	40.0	Branco	manual	2.0	44990.0	1.0
1703	Fiat Strada Hard Working 1.4 	2019	39.0	Branco	manual	2.0	44990.0	1.0
1704	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Prata	automático		59440.0	0.0
1705	Fiat Strada Hard Working 1.4 	2019	30.117	Branco	manual	2.0	44990.0	1.0
1706	Fiat Strada Hard Working 1.4 	2019	40.912	Branco	manual	2.0	45590.0	1.0
1707	Fiat Strada Hard Working 1.4 	2019	35.271	Branco	manual	2.0	45730.0	1.0
1708	Fiat Strada Hard Working 1.4 	2019	40.741	Prata	manual	2.0	45890.0	1.0
1709	Fiat Strada Hard Working 1.4 	2019	40.87	Prata	manual	2.0	45890.0	1.0
1710	Fiat Strada Hard Working 1.4 	2019	40.87	Prata	manual	2.0	45890.0	1.0
