	nome	ano	km	cor	cambio	portas	preco	flex
594	Hyundai HB20 1.0 Unique 	2019	51.0	Branco	manual	4.0	40900.0	0.0
595	Hyundai HB20 1.0 Unique 	2019	29.246	Prata	manual	5.0	40900.0	0.0
596	Hyundai HB20 1.0 Unique 	2019	28.08	Marrom	manual	4.0	40990.0	0.0
597	Hyundai HB20 1.0 Unique 	2019	16.097	Prata	manual		41500.0	0.0
598	Hyundai HB20 1.0 Unique 	2019	37.177	Branco	manual	4.0	41900.0	0.0
599	Hyundai HB20 1.0 Unique 	2019	32.224000000000004	Preto	manual	5.0	41900.0	0.0
600	Hyundai HB20 1.0 Unique 	2019	34.0	Cinza	manual	4.0	41900.0	0.0
601	Hyundai HB20 1.0 Unique 	2019	33.12	Branco	manual	4.0	41900.0	0.0
602	Hyundai HB20 1.0 Unique 	2019	13.0	Dourado	manual	5.0	41900.0	0.0
603	Hyundai HB20 1.0 Turbo Comfort Plus 	2019	16.249000000000002	Branco	manual	4.0	45990.0	0.0
604	Hyundai HB20 1.0 Comfort Plus 	2019	65.0	Prata	manual	3.0	44900.0	0.0
605	Hyundai HB20 1.6 Premium 	2019	27.8	Dourado	automático	4.0	60890.0	0.0
606	Hyundai HB20 1.0 Comfort 	2018	38.0	Prata	manual	5.0	37900.0	0.0
607	Hyundai HB20 1.0 Comfort 	2018	47.0	Marrom	manual	4.0	39900.0	0.0
608	Hyundai HB20 1.0 Comfort 	2018	54.0	Prata	manual		38900.0	0.0
609	Hyundai HB20 1.0 Comfort 	2018	33.0	Preto	manual	4.0	39900.0	0.0
610	Chevrolet Onix 1.0 Turbo Premier 	2020	7.0	Branco	automático		73900.0	0.0
611	Hyundai HB20 1.0 T-GDI Sport 	2020	0.0	Prata	automático	4.0	70990.0	0.0
612	Hyundai HB20 1.6 Launch Edition 	2020	0.0	automático			71940.0	0.0
613	Hyundai HB20 1.6 Launch Edition 	2020	0.0	automático			71940.0	0.0
614	Hyundai HB20 1.0 T-GDI Diamond 	2020	0.0	automático			73590.0	0.0
615	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Vermelho	automático	4.0	73990.0	0.0
616	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Prata	automático	4.0	74540.0	0.0
617	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Azul	automático		73900.0	0.0
618	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Branco	automático		75990.0	0.0
619	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Branco	automático	4.0	77990.0	0.0
620	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Branco	automático	4.0	77990.0	0.0
621	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Prata	automático	4.0	77990.0	0.0
622	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Vermelho	automático	4.0	79990.0	0.0
623	Hyundai HB20 1.0 T-GDI Diamond Plus 	2020	0.0	Prata	automático	4.0	75990.0	0.0
624	Chevrolet Onix 1.0 Turbo Premier 	2020	4.488	Preto	automático	4.0	73990.0	0.0
625	Hyundai HB20 1.0 Comfort 	2018	58.0	Cinza	manual	5.0	41800.0	0.0
626	Hyundai HB20 1.0 Comfort 	2018	68.0	Prata	manual	5.0	41900.0	0.0
627	Hyundai HB20 1.0 Comfort Plus 	2018	101.0	Branco	manual	4.0	41900.0	0.0
628	Hyundai HB20 1.0 Comfort 	2018	57.0	Azul	manual	5.0	41900.0	0.0
629	Hyundai HB20 1.0 Comfort 	2018	72.8	Preto	manual	5.0	41990.0	0.0
630	Hyundai HB20 1.6 Comfort Plus 	2018	35.0	Cinza	manual	4.0	45900.0	0.0
631	Hyundai HB20 1.6 Comfort Plus 	2018	30.6	Branco	automático		45900.0	0.0
632	Hyundai HB20 1.6 Premium 	2018	25.2	Branco	automático	4.0	57500.0	0.0
633	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Branco	automático	4.0	74390.0	0.0
634	Hyundai HB20 1.0 Comfort Plus 	2017	45.0	Preto	manual	5.0	36900.0	0.0
635	Hyundai HB20 1.0 Comfort 	2017	71.0	Preto	manual	5.0	38900.0	0.0
636	Hyundai HB20 1.0 Comfort 	2017	61.0	Prata	manual	5.0	38900.0	0.0
637	Hyundai HB20 1.0 Comfort 	2017	34.5	Prata	manual		38990.0	0.0
638	Hyundai HB20 1.0 Comfort 	2017	36.159	Cinza	manual	4.0	39500.0	0.0
639	Hyundai HB20 1.0 Comfort 	2017	66.0	Cinza	manual	4.0	40900.0	0.0
640	Hyundai HB20 1.6 Comfort Plus 	2017	50.0	Azul	manual	4.0	42900.0	0.0
641	Hyundai HB20 1.6 Comfort Plus 	2017	64.913	Cinza	manual	4.0	42990.0	0.0
642	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Branco	automático	4.0	74990.0	0.0
643	Hyundai HB20 1.6 Comfort Plus 	2017	50.1	Prata	automático	5.0	45890.0	0.0
644	Hyundai HB20 1.6 R Spec 	2017	17.0	Vermelho	manual	4.0	48900.0	0.0
645	Hyundai HB20 1.0 Comfort Plus 	2016	98.0	Prata	manual	4.0	30900.0	0.0
646	Hyundai HB20 1.0 Comfort Plus 	2016	78.4	Preto	manual	4.0	35900.0	0.0
647	Hyundai HB20 1.0 Comfort 	2016	13.3	Branco	manual	5.0	36900.0	0.0
648	Hyundai HB20 1.0 Comfort Plus 	2016	64.774	Marrom	manual	4.0	36899.0	0.0
649	Hyundai HB20 1.0 Comfort Plus 	2016	57.0	Prata	manual	4.0	37900.0	0.0
650	Chevrolet Onix 1.0 Turbo Premier 	2020	20.0	Branco	automático	4.0	75000.0	0.0
651	Hyundai HB20 1.6 Comfort Plus 	2016	41.0	Preto	automático	4.0	39990.0	0.0
652	Hyundai HB20 1.0 Comfort Plus 	2016	42.707	Branco	manual	4.0	38990.0	0.0
653	Hyundai HB20 1.0 Comfort Plus 	2016	40.0	Marrom	manual	4.0	39900.0	0.0
654	Hyundai HB20 1.6 Comfort Style 	2016	48.72	Branco	manual	4.0	39990.0	0.0
655	Hyundai HB20 1.6 Comfort Plus 	2016	42.0	Branco	manual	5.0	42900.0	0.0
656	Hyundai HB20 1.6 Comfort Plus 	2016	33.895	Prata	automático	5.0	42990.0	0.0
657	Hyundai HB20 1.0 Comfort Style 	2015	87.186	Branco	manual	4.0	33900.0	0.0
658	Chevrolet Onix 1.0 Joy SPE/4 	2019	30.12	Prata	manual	3.0	36900.0	0.0
659	Chevrolet Onix 1.0 Turbo Premier 	2020	6.147	Preto	automático	5.0	75000.0	0.0
660	Hyundai HB20 1.0 Comfort Plus 	2015	95.95	Branco	manual	4.0	34899.0	0.0
661	Hyundai HB20 1.0 Comfort 	2015	61.653	Cinza	manual	4.0	35900.0	0.0
662	Hyundai HB20 1.0 Comfort Plus 	2015	111.111	Vermelho	manual	4.0	36900.0	0.0
663	Hyundai HB20 1.6 Premium 	2015	51.489	Branco	manual	4.0	39900.0	0.0
664	Hyundai HB20 1.6 Premium 	2015	51.795	Preto	automático	4.0	42500.0	0.0
665	Hyundai HB20 1.6 Premium 	2015	43.0	Branco	automático	4.0	44890.0	0.0
666	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Azul	automático	4.0	75246.0	0.0
667	Hyundai HB20 1.0 Comfort 	2014	94.621	Branco	manual	3.0	28990.0	0.0
668	Hyundai HB20 1.0 Comfort Plus 	2014	78.0	Branco	manual		29999.0	0.0
669	Hyundai HB20 1.0 Comfort 	2014	69.536	Branco	manual	4.0	33000.0	0.0
670	Hyundai HB20 1.0 Comfort Plus 	2014	117.0	Branco	manual	4.0	34590.0	0.0
671	Hyundai HB20 1.6 Comfort Plus 	2014	76.0	Vermelho	manual	4.0	34900.0	0.0
672	Hyundai HB20 1.0 Comfort Plus 	2014	92.0	Branco	manual	4.0	34900.0	0.0
673	Hyundai HB20 1.6 Comfort Plus 	2014	55.0	Branco	manual	4.0	35900.0	0.0
674	Hyundai HB20 1.0 Comfort Plus 	2013	132.2	Preto	manual	5.0	29700.0	0.0
675	Hyundai HB20 1.0 Comfort 	2013	110.0	Prata	manual	5.0	30000.0	0.0
676	Hyundai HB20 1.0 Comfort 	2013	72.921	Vermelho	manual	5.0	31490.0	0.0
677	Hyundai HB20 1.6 Comfort Plus 	2013	80.0	Prata	manual	5.0	32500.0	0.0
678	Hyundai HB20 1.6 Premium 	2013	75.0	Vermelho	manual	4.0	34990.0	0.0
679	Hyundai HB20 1.6 Premium 	2013	82.0	Prata	automático	5.0	38490.0	0.0
680	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
681	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
682	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
683	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual		34552.0	0.0
684	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
685	Hyundai HB20 1.0 Sense 	2021	0.0	Vermelho	manual		34552.0	0.0
686	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
687	Hyundai HB20 1.0 Sense 	2021	0.0	Prata	manual		34552.0	0.0
688	Hyundai HB20 1.0 Sense 	2021	0.0	Vermelho	manual		34552.0	0.0
689	Hyundai HB20 1.0 Sense 	2021	0.0	Prata	manual	5.0	34552.0	0.0
690	Hyundai HB20 1.0 Sense 	2021	0.0	Cinza	manual	5.0	34552.0	0.0
691	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
692	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
693	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
694	Hyundai HB20 1.0 Sense 	2021	0.0	Prata	manual		34552.0	0.0
695	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual		34552.0	0.0
696	Hyundai HB20 1.0 Sense 	2021	0.0	Vermelho	manual		34552.0	0.0
697	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual		34552.0	0.0
698	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual		34552.0	0.0
699	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual		34552.0	0.0
700	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
701	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
702	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34552.0	0.0
703	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual	5.0	34553.0	0.0
704	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual		34553.0	0.0
705	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual		34557.0	0.0
706	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual	4.0	34560.0	0.0
707	Hyundai HB20 1.0 Sense 	2021	0.0	Prata	manual	5.0	34570.0	0.0
708	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual	4.0	34800.0	0.0
709	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	5.0	34990.0	0.0
710	Hyundai HB20 1.0 Sense 	2021	0.0	Cinza	manual	5.0	35770.0	0.0
711	Hyundai HB20 1.0 Vision 	2021	0.0	Preto	manual	5.0	37216.0	0.0
712	Hyundai HB20 1.0 Vision 	2021	0.0	Branco	manual		37216.0	0.0
713	Hyundai HB20 1.0 Vision 	2021	0.0	Várias cores	manual		37216.0	0.0
714	Hyundai HB20 1.0 Vision 	2021	0.0	Várias cores	manual		37216.0	0.0
715	Hyundai HB20 1.0 Vision 	2021	0.0	Branco	manual		37970.0	0.0
716	Hyundai HB20 1.0 Vision 	2021	0.0	Várias cores	manual	4.0	37990.0	0.0
717	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual	5.0	38100.0	0.0
718	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	5.0	38300.0	0.0
719	Hyundai HB20 1.0 Sense 	2021	0.0	Prata	manual	5.0	39890.0	0.0
720	Hyundai HB20 1.0 Vision 	2021	0.0	Várias cores	manual	4.0	41500.0	0.0
721	Hyundai HB20 1.0 Sense 	2021	1.0	Preto	manual	4.0	43300.0	0.0
722	Hyundai HB20 1.0 Vision 	2021	0.0	Branco	manual	5.0	44553.0	0.0
723	Hyundai HB20 1.0 Vision 	2021	0.0	Preto	manual	5.0	44553.0	0.0
724	Hyundai HB20 1.6 Vision 	2021	0.0	Preto	manual	5.0	45890.0	0.0
725	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Branco	automático	5.0	75990.0	0.0
726	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual	4.0	45900.0	0.0
727	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	4.0	45990.0	0.0
728	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	5.0	49590.0	0.0
729	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual	5.0	49590.0	0.0
730	Hyundai HB20 1.0 Sense 	2021	0.0	Várias cores	manual	5.0	46490.0	0.0
731	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	4.0	46990.0	0.0
732	Hyundai HB20 1.0 Sense 	2021	0.0	Preto	manual	4.0	46990.0	0.0
733	Hyundai HB20 1.0 Sense 	2021	0.0	Branco	manual	5.0	46990.0	0.0
734	Chevrolet Onix 1.0 	2020	0.0	Várias cores	manual	4.0	37995.0	1.0
735	Chevrolet Onix 1.0 Joy SPE/4 	2019	44.25	Cinza	manual	4.0	37500.0	0.0
736	Jeep Renegade 1.8 	2020	18.169	Cinza	automático	5.0	79900.0	0.0
737	Jeep Renegade 1.8 Longitude 	2020	2.0	Branco	automático	4.0	86990.0	0.0
738	Jeep Renegade 1.8 Sport 	2020	0.0	Preto	automático	4.0	92000.0	0.0
739	Jeep Renegade 1.8 Limited 	2020	3.4810000000000003	Branco	automático		92900.0	0.0
740	Jeep Renegade 1.8 Limited 	2020	8.898	Branco	automático	5.0	94900.0	0.0
741	Jeep Renegade 1.8 Sport 	2019	39.0	Vermelho	automático	4.0	63900.0	0.0
742	Jeep Renegade 1.8 Sport 	2019	40.034	Preto	manual	4.0	67990.0	0.0
743	Jeep Renegade 1.8 Sport 	2019	37.304	Preto	automático	4.0	69470.0	0.0
744	Jeep Renegade 1.8 Sport 	2019	35.0	Prata	automático	4.0	71900.0	0.0
745	Jeep Renegade 1.8 Sport 	2019	20.671	Cinza	automático	4.0	72000.0	0.0
746	Jeep Renegade 1.8 Longitude 	2019	39.938	Prata	automático		74900.0	0.0
747	Jeep Renegade 1.8 Longitude 	2019	40.0	Vermelho	automático	5.0	75900.0	0.0
748	Jeep Renegade 1.8 Longitude 	2019	31.0	Prata	automático	4.0	79900.0	0.0
749	Jeep Renegade Sport 1.8 	2018	22.9	Preto	manual	4.0	61900.0	1.0
750	Jeep Renegade Sport 1.8 	2018	50.7	Prata	manual	4.0	61900.0	1.0
751	Jeep Renegade Longitude 1.8 	2018	47.0	Preto	automático	4.0	72900.0	1.0
752	Jeep Renegade 1.8 Sport 	2020	0.0	Vermelho	automático	5.0	90990.0	0.0
753	Jeep Renegade 1.8 Sport 	2020	0.0	Vermelho	automático	4.0	91590.0	0.0
754	Jeep Renegade 1.8 Sport 	2020	0.0	Vermelho	automático	5.0	91590.0	0.0
755	Jeep Renegade 1.8 Sport 	2020	0.0	Prata	automático	4.0	91590.0	0.0
756	Jeep Renegade 1.8 WSL 	2020	0.0	Branco	automático	4.0	91890.0	0.0
757	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	4.0	92790.0	0.0
758	Jeep Renegade 1.8 Longitude 	2020	0.0	Azul	automático	4.0	92900.0	0.0
759	Jeep Renegade 1.8 Limited 	2020	0.0	Vinho	automático	4.0	93471.0	0.0
760	Jeep Renegade 1.8 Limited 	2020	0.0	Verde	automático	4.0	94612.0	0.0
761	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	5.0	76900.0	0.0
762	Jeep Renegade 1.8 Longitude 	2020	0.0	Preto	automático	5.0	94811.0	0.0
763	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático	5.0	94890.0	0.0
764	Jeep Renegade 1.8 Longitude 	2020	0.0	Cinza	automático	4.0	94900.0	0.0
765	Jeep Renegade 1.8 Limited 	2020	0.0	Várias cores	automático	4.0	94900.0	0.0
766	Jeep Renegade 1.8 Limited 	2020	4.0	Cinza	automático	4.0	94990.0	0.0
767	Jeep Renegade 1.8 Limited 	2020	17.339000000000002	Preto	automático	4.0	95990.0	0.0
768	Jeep Renegade 1.8 Limited 	2020	0.0	Marrom	automático	4.0	96894.0	0.0
769	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Várias cores	automático		77090.0	0.0
770	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	4.0	96900.0	0.0
771	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	4.0	96990.0	0.0
772	Jeep Renegade 1.8 Limited 	2020	0.0	Várias cores	automático	4.0	97490.0	0.0
773	Jeep Renegade 1.8 Longitude 	2020	0.0	Preto	automático	4.0	98900.0	0.0
774	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	5.0	99790.0	0.0
775	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	4.0	99900.0	0.0
776	Chevrolet Onix 1.0 Turbo LTZ 	2020	0.0	Várias cores	automático	5.0	77190.0	0.0
777	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	4.0	99900.0	0.0
778	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	4.0	99990.0	0.0
779	Jeep Renegade 1.8 Sport 	2020	0.0	Branco	automático		99990.0	0.0
780	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Não informada.	automático	5.0	99990.0	0.0
781	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	4.0	100206.0	0.0
782	Jeep Renegade 1.8 Limited 	2020	0.0	Marrom	automático		100519.0	0.0
783	Jeep Renegade 1.8 Limited 	2020	0.0	Vermelho	automático	4.0	103900.0	0.0
784	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	4.0	103900.0	0.0
785	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	5.0	104900.0	0.0
786	Chevrolet Onix 1.0 Turbo Premier 	2020	300.0	Prata	automático	5.0	77900.0	0.0
787	Jeep Renegade 1.8 Limited 	2020	0.0	Cinza	automático	5.0	104990.0	0.0
788	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	5.0	105490.0	0.0
789	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático		107490.0	0.0
790	Jeep Renegade 1.8 Longitude 	2020	0.0	Branco	automático	5.0	109990.0	0.0
791	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	4.0	113990.0	0.0
792	Jeep Renegade 1.8 Limited 	2020	0.0	Marrom	automático	4.0	114540.0	0.0
793	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	4.0	77950.0	0.0
794	Jeep Renegade 1.8 Limited 	2020	0.0	Branco	automático	5.0	119990.0	0.0
795	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Verde	automático	4.0	121950.0	0.0
796	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Não informada.	automático	5.0	121980.0	0.0
797	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Não informada.	automático	4.0	124952.0	0.0
798	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Prata	automático		124966.0	0.0
799	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	4.0	77960.0	0.0
800	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Branco	automático	4.0	126900.0	0.0
801	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	15.703	Branco	automático	4.0	128900.0	0.0
802	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Verde	automático	4.0	131569.0	0.0
803	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Não informada.	automático	5.0	131570.0	0.0
804	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Branco	automático	5.0	131900.0	0.0
805	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Branco	automático	4.0	131900.0	0.0
806	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Azul	automático	5.0	132990.0	0.0
807	Chevrolet Onix 1.0 LT 	2020	0.0	Várias cores	manual		40275.0	1.0
808	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	4.0	77970.0	0.0
809	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Preto	automático	4.0	133990.0	0.0
810	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Branco	automático	4.0	133990.0	0.0
811	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Branco	automático	5.0	133990.0	0.0
812	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Branco	automático		135102.0	0.0
813	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Preto	automático		136640.0	0.0
814	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Branco	automático	4.0	138990.0	0.0
815	Jeep Renegade 2.0 TDI Trailhawk 4WD 	2020	0.0	Azul	automático	4.0	141590.0	0.0
816	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Branco	automático	4.0	141990.0	0.0
817	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Preto	automático	4.0	77980.0	0.0
818	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Prata	automático	4.0	143640.0	0.0
819	Jeep Renegade 2.0 TDI Longitude 4WD 	2020	0.0	Branco	automático	5.0	146990.0	0.0
820	Jeep Renegade 1.8 Longitude 	2020	0.0	Cinza	automático	4.0	148000.0	0.0
821	Jeep Renegade 1.8 Longitude 	2019	26.0	Branco	automático	4.0	60789.0	0.0
822	Jeep Renegade 1.8 Longitude 	2019	38.0	Branco	automático	4.0	60890.0	0.0
823	Jeep Renegade 1.8 Sport 	2019	51.984	Branco	automático	4.0	61520.0	0.0
824	Jeep Renegade 1.8 Longitude 	2019	19.0	Branco	automático	4.0	62900.0	0.0
825	Jeep Renegade 1.8 Longitude 	2019	200.0	Preto	automático	4.0	63920.0	0.0
826	Jeep Renegade 1.8 Longitude 	2019	24.713	Branco	automático	4.0	65520.0	0.0
827	Jeep Renegade 1.8 Sport 	2019	40.15	Branco	manual	4.0	65740.0	0.0
828	Jeep Renegade 1.8 Sport 	2019	44.791	Vermelho	manual	4.0	65740.0	0.0
829	Jeep Renegade 1.8 Sport 	2019	52.358	Preto	manual	4.0	65740.0	0.0
830	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Azul	automático	5.0	79990.0	0.0
831	Jeep Renegade 1.8 Sport 	2019	40.371	Vermelho	manual		65900.0	0.0
832	Jeep Renegade 1.8 Longitude 	2019	19.0	Branco	automático	5.0	66900.0	0.0
833	Jeep Renegade 1.8 Sport 	2019	51.6	Cinza	manual	4.0	67090.0	0.0
834	Jeep Renegade 1.8 Sport 	2019	43.0	Prata	automático	4.0	67090.0	0.0
835	Jeep Renegade 1.8 Sport 	2019	42.9	Preto	manual	4.0	65990.0	0.0
836	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Vermelho	automático	4.0	80190.0	0.0
837	Jeep Renegade 1.8 Sport 	2019	41.644	Vermelho	manual	4.0	67090.0	0.0
838	Jeep Renegade 1.8 Sport 	2019	39.876	Branco	manual	4.0	67900.0	0.0
839	Chevrolet Onix 1.0 Turbo AT 	2020	0.0	Azul	automático	5.0	81490.0	0.0
840	Jeep Renegade 1.8 Sport 	2019	35.77	Preto	manual	4.0	68590.0	0.0
841	Jeep Renegade 1.8 Sport 	2019	35.915	Branco	manual	4.0	68590.0	0.0
842	Jeep Renegade 1.8 Sport 	2019	31.863000000000003	Branco	manual	4.0	68590.0	0.0
843	Jeep Renegade 1.8 Sport 	2019	38.582	Branco	manual	4.0	68590.0	0.0
844	Jeep Renegade 1.8 Sport 	2019	36.756	Preto	manual	4.0	68590.0	0.0
845	Jeep Renegade 1.8 Sport 	2019	38.017	Cinza	automático	4.0	68590.0	0.0
846	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Vermelho	automático	4.0	81690.0	0.0
847	Jeep Renegade 1.8 Sport 	2019	32.251	Branco	manual	4.0	68590.0	0.0
848	Jeep Renegade 1.8 Sport 	2019	40.367	Prata	manual	4.0	68900.0	0.0
849	Jeep Renegade 1.8 Sport 	2019	40.2	Preto	manual	4.0	69900.0	0.0
850	Jeep Renegade 1.8 Sport 	2019	30.665	Preto	manual	4.0	69900.0	0.0
851	Jeep Renegade 1.8 Sport 	2019	35.654	Cinza	manual	4.0	69990.0	0.0
852	Jeep Renegade 1.8 Sport 	2019	32.165	Preto	manual	4.0	69990.0	0.0
853	Jeep Renegade 1.8 Sport 	2019	31.763	Preto	manual	4.0	69990.0	0.0
854	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Prata	automático	4.0	81890.0	0.0
855	Jeep Renegade 1.8 Sport 	2019	32.29	Preto	manual	4.0	69999.0	0.0
856	Jeep Renegade 1.8 Longitude 	2019	27.614	Prata	automático	4.0	70000.0	0.0
857	Jeep Renegade 1.8 Sport 	2019	50.29	Prata	automático	4.0	70350.0	0.0
858	Jeep Renegade 1.8 Sport 	2019	51.43	Prata	automático	4.0	70350.0	0.0
859	Jeep Renegade 1.8 Sport 	2019	53.182	Prata	automático	4.0	70350.0	0.0
860	Jeep Renegade 1.8 Sport 	2019	41.269	Vermelho	automático	4.0	70350.0	0.0
861	Jeep Renegade 1.8 Sport 	2019	43.808	Branco	automático	4.0	70350.0	0.0
862	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Branco	automático	4.0	82990.0	0.0
863	Jeep Renegade 1.8 Sport 	2019	41.36	Vermelho	automático	4.0	70350.0	0.0
864	Jeep Renegade 1.8 Sport 	2019	33.0	Branco	automático	4.0	70800.0	0.0
865	Jeep Renegade 1.8 Longitude 	2019	55.747	Vermelho	automático	4.0	70900.0	0.0
866	Jeep Renegade 1.8 Sport 	2019	61.0	Branco	manual	4.0	71000.0	0.0
867	Jeep Renegade 1.8 	2019	22.0	Preto	automático	4.0	70900.0	0.0
868	Jeep Renegade 1.8 Sport 	2019	33.42	Branco	automático	4.0	71530.0	0.0
869	Jeep Renegade 1.8 Sport 	2019	38.015	Cinza	automático	4.0	71530.0	0.0
870	Chevrolet Onix 1.0 Turbo Premier 	2020	0.0	Prata	automático		83990.0	0.0
871	Jeep Renegade 1.8 Sport 	2019	38.81	Vermelho	automático	4.0	71530.0	0.0
872	Jeep Renegade 1.8 Sport 	2019	39.069	Branco	automático	4.0	71530.0	0.0
873	Jeep Renegade 1.8 Sport 	2019	32.474000000000004	Prata	automático	4.0	71530.0	0.0
874	Jeep Renegade 1.8 	2019	38.993	Prata	automático	4.0	71530.0	0.0
875	Jeep Renegade 1.8 Sport 	2019	40.597	Prata	automático	4.0	71790.0	0.0
876	Jeep Renegade 1.8 Sport 	2019	42.188	Branco	automático	4.0	71790.0	0.0
877	Jeep Renegade 1.8 Sport 	2019	44.716	Prata	automático	4.0	71790.0	0.0
878	Chevrolet Onix 1.0 LT 	2020	0.0	Branco	manual		40299.0	1.0
879	Jeep Renegade 1.8 Sport 	2019	47.9	Vermelho	automático	4.0	71790.0	0.0
